token,gold_pos,gold_genero,gold_numero,spacy_pos,spacy_genero,spacy_numero,stanza_pos,stanza_genero,stanza_numero
actual,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Acude,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
urgencias,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
por,ADP,-,-,ADP,-,-,ADP,-,-
dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
abdominal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
irradiado,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
cinturón,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
ambos,DET,Masc,Plur,NUM,Masc,Plur,DET,Masc,Plur
costados,NOUN,Masc,Plur,ADJ,Masc,Plur,NOUN,Masc,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
acompañado,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
náuseas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
vómitos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
10,NUM,-,-,NUM,-,-,NUM,-,-
horas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
evolución,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
refiere,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
transgresión,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
alimentaria,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
(,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
grasas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
),PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
ni,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
ingesta,NOUN,Fem,Sing,ADJ,-,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
alcohol,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
EXAMEN,NOUN,Masc,Sing,NOUN,Fem,Plur,NOUN,Masc,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Exploración,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
física,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Afectado,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
por,ADP,-,-,ADP,-,-,ADP,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
PA,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
137/70,NUM,-,-,NUM,-,-,NUM,-,-
mmHg,NOUN,Masc,Sing,PROPN,-,-,NOUN,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Fc,NOUN,Fem,Sing,ADV,-,-,PROPN,-,-
99,NUM,-,-,NUM,-,-,NUM,-,-
lpm,NOUN,Masc,Sing,NOUN,Masc,Sing,X,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Tª,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
36.4ºC.,NUM,-,-,NUM,-,-,NUM,-,-
SatO2,NOUN,Fem,Sing,VERB,-,Plur,PROPN,-,-
99,NUM,-,-,NUM,-,-,NUM,-,-
%,SYM,-,-,SYM,-,-,SYM,-,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
palpación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
epigastrio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
e,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
hipocondrio,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
izquierdo,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
defensa,NOUN,Fem,Sing,NOUN,-,Sing,NOUN,-,Sing
muscular,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
sin,ADP,-,-,ADP,-,-,ADP,-,-
otros,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
signos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
peritonismo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
•,PUNCT,-,-,PROPN,-,-,PUNCT,-,-
Pruebas,NOUN,Fem,Plur,PROPN,-,-,NOUN,Fem,Plur
complementarias,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Lipasa,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
1570,NUM,-,-,NUM,-,-,NUM,-,-
/,PUNCT,-,-,NUM,-,-,PUNCT,-,-
Bilirrubina,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
GPT,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
GOT,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
GGT,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
FA,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
normales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Leucocitos,NOUN,Masc,Plur,NOUN,Masc,Plur,PROPN,-,-
12.500,NUM,-,-,NUM,-,-,NUM,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
fórmula,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
normal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Serie,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
roja,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
plaquetas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
normales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Ecografía,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
abdominal,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
colelitiasis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
sin,ADP,-,-,ADP,-,-,ADP,-,-
signos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
colecistitis,NOUN,Fem,-,NOUN,Fem,Plur,NOUN,Fem,-
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
No,ADV,-,-,ADV,-,-,ADV,-,-
dilatación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
vía,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
biliar,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Páncreas,NOUN,Masc,-,PROPN,-,-,PROPN,-,-
no,ADV,-,-,ADV,-,-,ADV,-,-
visualizado,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
TC,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
Abdominal,ADJ,-,Sing,PROPN,-,-,PROPN,-,-
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Colelitiasis,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Vía,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
biliar,ADJ,-,Sing,VERB,-,-,ADJ,-,Sing
no,ADV,-,-,ADV,-,-,ADV,-,-
dilatada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Páncreas,NOUN,Masc,-,PROPN,-,-,PROPN,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
signos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
inflamatorios,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
DIAGNÓSTICO,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
PRINCIPAL,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Pancreatitis,NOUN,Fem,-,PROPN,-,-,PROPN,-,-
aguda,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
TRATAMIENTO,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
Y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
EVOLUCIÓN,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Se,PRON,-,-,PRON,-,-,PRON,-,-
administra,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
analgesia,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
IV,ADJ,-,Sing,PROPN,-,-,NUM,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
fluidoterapia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
IV,ADJ,-,Sing,PROPN,-,-,NUM,-,-
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
cede,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
dolor,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Evolución,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
satisfactoria,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Pasada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
una,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
semana,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
es,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
dado,VERB,Masc,Sing,VERB,Masc,Sing,VERB,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
alta,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
pendiente,ADJ,-,Sing,NOUN,Fem,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
cita,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
para,ADP,-,-,ADP,-,-,ADP,-,-
colecistectomía,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
-,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Se,PRON,-,-,PRON,-,-,PRON,-,-
programa,VERB,-,Sing,VERB,-,Sing,VERB,-,Sing
también,ADV,-,-,ADV,-,-,ADV,-,-
biopsia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
hepática,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
dicho,DET,Masc,Sing,ADJ,Masc,Sing,DET,Masc,Sing
acto,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
quirúrgico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
para,ADP,-,-,ADP,-,-,ADP,-,-
verificar,VERB,-,-,VERB,-,-,VERB,-,-
el,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
diagnóstico,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
/,PUNCT,-,-,ADJ,Fem,Sing,PUNCT,-,-
evolución,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
hepatitis,NOUN,Fem,-,NOUN,Fem,-,NOUN,Fem,-
autoinmune,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
MOTIVO,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
DE,ADP,-,-,ADP,-,-,ADP,-,-
CONSULTA,NOUN,Fem,Sing,PROPN,-,-,NOUN,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Mujer,NOUN,Fem,Sing,NOUN,Fem,Sing,PROPN,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
69,NUM,-,-,NUM,-,-,NUM,-,-
años,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Valorada,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
Consulta,NOUN,Fem,Sing,PROPN,-,-,PROPN,-,-
a,ADP,-,-,ADP,-,-,ADP,-,-
petición,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
familiar,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
porque,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
últimos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
3-4,NUM,-,-,NUM,-,-,NUM,-,-
años,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
forma,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
lentamente,ADV,-,-,ADV,-,-,ADV,-,-
progresiva,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
le,PRON,-,Sing,PRON,-,Sing,PRON,-,Sing
advierten,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
tendencia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
a,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
apatía,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
indiferencia,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
ante,ADP,-,-,ADP,-,-,ADP,-,-
acontecimientos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
familiares,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
sociales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
olvidos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
frecuentes,ADJ,-,Plur,NOUN,-,Plur,ADJ,-,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
actividades,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
cotidianas,ADJ,Fem,Plur,ADJ,Fem,Plur,ADJ,Fem,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
citas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
así,ADV,-,-,ADV,-,-,ADV,-,-
como,SCONJ,-,-,SCONJ,-,-,SCONJ,-,-
lentitud,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
respuestas,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
escasa,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
participación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
conversaciones,NOUN,Fem,Plur,NOUN,Fem,Plur,NOUN,Fem,Plur
familiares,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
progresivo,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
aislamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
familiar,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
social,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
HISTORIA,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
CLÍNICA,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Nivel,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
educativo,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
educación,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
primaria,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Procedente,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
medio,NOUN,Masc,Sing,NOUN,-,-,NOUN,Masc,Sing
urbano,ADJ,Masc,Sing,NOUN,-,-,ADJ,Masc,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Antecedentes,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
personales,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
colecistectomía,NOUN,Fem,Sing,VERB,-,Sing,NOUN,Fem,Sing
;,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
sin,ADP,-,-,ADP,-,-,ADP,-,-
factores,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
de,ADP,-,-,ADP,-,-,ADP,-,-
riesgo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
cerebrovascular,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Diagnosticada,ADJ,Fem,Sing,PROPN,-,-,ADJ,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
trastorno,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
depresivo,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
un,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
año,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
antes,ADV,-,-,ADV,-,-,ADV,-,-
de,ADP,-,-,ADP,-,-,ADP,-,-
ser,AUX,-,-,AUX,-,-,AUX,-,-
valorada,VERB,Fem,Sing,VERB,Fem,Sing,VERB,Fem,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
habiendo,AUX,-,-,AUX,-,-,AUX,-,-
realizado,VERB,-,-,VERB,Masc,Sing,VERB,Masc,Sing
tratamiento,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
con,ADP,-,-,ADP,-,-,ADP,-,-
fluoxetina,NOUN,Fem,-,NOUN,Fem,Sing,NOUN,Fem,Sing
sin,ADP,-,-,ADP,-,-,ADP,-,-
objetivarse,VERB,-,-,VERB,-,-,VERB,-,-
mejoría,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
significativa,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Ha,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
presentado,VERB,-,-,VERB,Masc,Sing,VERB,Masc,Sing
múltiples,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
caídas,NOUN,Fem,Plur,ADJ,Fem,Plur,NOUN,Fem,Plur
sin,ADP,-,-,ADP,-,-,ADP,-,-
causa,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
aparente,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
;,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
su,DET,-,Sing,DET,-,Sing,DET,-,Sing
forma,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
caminar,VERB,-,-,VERB,-,-,VERB,-,-
se,PRON,-,-,PRON,-,-,PRON,-,-
había,AUX,-,Sing,AUX,-,Sing,AUX,-,Sing
modificado,VERB,-,-,VERB,Masc,Sing,VERB,Masc,Sing
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
con,ADP,-,-,ADP,-,-,ADP,-,-
pasos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
cortos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
",",PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
mostrando,VERB,-,-,VERB,-,-,VERB,-,-
especial,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
dificultad,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
giros,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Los,DET,Masc,Plur,DET,Masc,Plur,DET,Masc,Plur
familiares,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
apreciaban,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
lentitud,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
en,ADP,-,-,ADP,-,-,ADP,-,-
todo,DET,Masc,Sing,DET,Masc,Sing,DET,Masc,Sing
tipo,NOUN,Masc,Sing,NOUN,Masc,Sing,NOUN,Masc,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
movimientos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
y,CCONJ,-,-,CCONJ,-,-,CCONJ,-,-
la,PRON,Fem,Sing,PRON,Fem,Sing,PRON,Fem,Sing
encontraban,VERB,-,Plur,VERB,-,Plur,VERB,-,Plur
rígida,ADJ,Fem,Sing,ADJ,Fem,Sing,ADJ,Fem,Sing
especialmente,ADV,-,-,ADV,-,-,ADV,-,-
en,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
actitud,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
de,ADP,-,-,ADP,-,-,ADP,-,-
la,DET,Fem,Sing,DET,Fem,Sing,DET,Fem,Sing
cabeza,NOUN,Fem,Sing,NOUN,Fem,Sing,NOUN,Fem,Sing
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
EXAMEN,NOUN,Masc,Sing,ADJ,-,Plur,NOUN,Masc,Sing
FÍSICO,ADJ,Masc,Sing,NOUN,Masc,Sing,ADJ,Masc,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Examen,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
general,ADJ,-,Sing,ADJ,-,Sing,ADJ,-,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Sin,ADP,-,-,ADP,-,-,ADP,-,-
datos,NOUN,Masc,Plur,NOUN,Masc,Plur,NOUN,Masc,Plur
patológicos,ADJ,Masc,Plur,ADJ,Masc,Plur,ADJ,Masc,Plur
destacables,ADJ,-,Plur,ADJ,-,Plur,ADJ,-,Plur
.,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
Examen,NOUN,Masc,Sing,PROPN,-,-,NOUN,Masc,Sing
neurológico,ADJ,Masc,Sing,ADJ,Masc,Sing,ADJ,Masc,Sing
:,PUNCT,-,-,PUNCT,-,-,PUNCT,-,-
